keytag,type,typecode,adname,tel,address,pname,biz_type,cityname,atag,name,location,rating,cost
小吃快餐,餐饮服务;外国餐厅;日本料理,050202,上城区,19883152117,延安路245号杭州湖滨银泰in77B区B1010号,浙江省,diner,杭州市,牛排,博多天一天婦羅牛排飯(杭州首店),"120.163786,30.254905",4.6,68
日本料理,餐饮服务;外国餐厅;日本料理,050202,萧山区,18072942511,盈丰街道左石商务中心3幢号,浙江省,diner,杭州市,"宵夜,工作餐,五花肉,龙虾,居酒屋",鸟剑居酒屋(钱江世纪城店),"120.254936,30.237079",4.7,118
自助餐,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-86073383,延安路385号嘉里中心5层(凤起路地铁站C4口),浙江省,diner,杭州市,牛肉,一绪に寿喜烧放题(杭州嘉里中心店),"120.163048,30.259564",4.6,210
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,15384078578,观巷7号,浙江省,diner,杭州市,"牛肉,鹅肝,鸡肉,单人餐,日本料理",舞麦UMAI日本料理(中山北路店),"120.168614,30.262294",4.6,95
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-87023579,湖滨银泰C3区1楼(龙翔桥地铁站D口步行410米),浙江省,diner,杭州市,"猪排,鸡肉",吉豚屋(杭州湖滨in77C3区店),"120.165082,30.250901",4.5,58
日本料理,餐饮服务;外国餐厅;日本料理,050202,萧山区,0571-86606677;0571-86616677,盈丰街道市心北路2000号归谷大厦钱江印商业体2层07号,浙江省,diner,杭州市,"诸暨土香肠,蟹宝,牡丹虾,炙烤榴莲,绍兴蒸双臭,梅干菜蒸江鳗,沉浸式越剧体验,刺身,海胆,越周蒸三鲜,马剑豆腐煲,蓝鳍金枪鱼大腹,火腿配蜜瓜,鲍鱼粥,甲鱼同山烧,毛盐蒸紫廊土鸡,慕斯南瓜,桃胶燕窝,招牌饭焐肉,烤大明虾,雪花牛肉,新西兰鳌虾,土鸡,家常菜,特色菜,红烧肉,豆腐,五花肉,甲鱼,羊肉",竹哩(归谷店),"120.256034,30.235716",4.7,230
日本料理,餐饮服务;外国餐厅;日本料理|体育休闲服务;娱乐场所;酒吧,050202|080304,拱墅区,15268511443,中山北路245号(中河北路地铁站B2口步行360米),浙江省,diner,杭州市,"牛肉,双人餐",苍蝇酒肉馆(国都公寓店),"120.168776,30.263470",4.7,120
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,18046257421,292号工联cc一楼(龙翔桥地铁站D口步行120米),浙江省,diner,杭州市,"法式经典烤布蕾,朝阳流金土豆泥,抹茶麻薯舒芙蕾,镇店鹅肝寿司,三文鱼牛油果波奇饭,双人餐",泷川本铺(工联cc店),"120.165028,30.254777",4.5,97
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-86906161,天城路86号中博家居广场1楼停车场内·粤甲壹方隔壁,浙江省,diner,杭州市,"鳗鱼先生的饭,大川串烤盛盒,流心火炙三文鱼饭,大川生牛肉拌饭,精致刺身三品,鹅肝饭,朝日生啤,烧鸟,提灯,烤青花鱼,三文鱼牛油果沙拉,大川鳗鱼炸虾寿司,猪软骨拉面,三文鱼刺身五切,大川厚切牛舌,炭烤多春鱼,火炙鹅肝手握寿司,大川玉子烧,牛肉寿喜锅,双人餐,牛肉",大川日本料理·深夜居酒屋(火车东站店),"120.200227,30.287567",4.7,99
日本料理,餐饮服务;中餐厅;中餐厅,050100,滨江区,17366622870,光辉路与丹枫路交叉口南60米,浙江省,diner,杭州市,"鸡肝慕斯配蓝莓酱,烧鸟,黄油酱油三文鱼饭团,黄油金冠鸡,京葱鸡腿肉,鹅肝手握,芝士鸡蛋卷配番茄和牛肉酱,角切海鲜饭,海鲜太卷,安康鱼肝,生拌牛肉,辣油鸡蛋饭,冬笋佐猪肉味增酱,名古屋鸡翅,手作芝士豆腐,特上马肉刺身,生拌小甜虾,手打鸡肉丸子,三文鱼塔,手工芝士豆腐,靠日本年糕,提灯,澳洲牛肋条,築地食堂海鲜饭,秋刀鱼刺身,刺身,料理,黄油",串馨烧鸟·刺身·料理竞技场,"120.208220,30.207175",4.7,148
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,萧山区,15361538260,鸿宁路1819号,浙江省,diner,杭州市,"拉面,炸鸡",麺屋猪一(左右世界店),"120.255066,30.237645",4.6,50
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-87633779;17767113570,屏风街37号(中河北路地铁站B1口步行440米),浙江省,diner,杭州市,"牛肉,鸡肉",酉串·食聚屋炭火烧鸟酒场(杭州本店),"120.169289,30.266988",4.7,131
烤肉,餐饮服务;外国餐厅;日本料理,050202,滨江区,13916348436,闻涛路1852号-14,浙江省,diner,杭州市,"烧肉,烧鸟",炙?烧鸟?烧肉?深夜食堂(闻涛路店),"120.197124,30.208812",4.7,140
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,15957947676,凤起路322号,浙江省,diner,杭州市,"寿司五拼,和牛可颂tata,金枪鱼汉堡,刺身五拼,温煮牛舌,料理",壹恒·板前料理(杭州首店),"120.168456,30.264837",4.6,201
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,17814763970,延安路292号工联CC(龙翔桥地铁站出入口旁)F4,浙江省,diner,杭州市,"小龙虾,牛肉",一和幸寿喜烧(工联CC店),"120.164517,30.254608",4.5,142
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,17366621377,屏风街21号,浙江省,diner,杭州市,居酒屋,万寿居酒屋,"120.169741,30.267068",4.6,122
寿司,餐饮服务;外国餐厅;日本料理,050202,萧山区,18158133227,印力汇德隆杭州奥体印象城4层03-04,浙江省,diner,杭州市,寿司,寿司郎(印力汇德隆杭州奥体印象城店),"120.252768,30.223430",4.7,121
日本料理,餐饮服务;外国餐厅;日本料理,050202,萧山区,13064782369,民和路501号联合中心F1层,浙江省,diner,杭州市,"炭烤雪花牛小排,刺身,炭烤黄鱼,西京银鳕鱼,鸡肉,双人餐",竹村·烧鸟居酒屋(联合中心店),"120.254025,30.230351",4.6,96
自助餐,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-87172656,彭埠街道和兴路129号杭州东站万象汇购物中心项目L0133N号,浙江省,diner,杭州市,牛肉,牛New寿喜烧(东站万象汇店),"120.217408,30.293332",4.7,169
日本料理,餐饮服务;外国餐厅;日本料理|生活服务;生活服务场所;生活服务场所,050202|070000,拱墅区,17742005911,朝晖路108号和平饭店1号楼1楼,浙江省,diner,杭州市,"盐烤五花肉金针菇卷,炸猪排,三文鱼,寿司小拼,单人餐,双人餐",小林刺身(朝晖店),"120.176885,30.278652",4.7,99
自助餐,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,13524126563,江汉路1515号滨江龙湖天街6F,浙江省,diner,杭州市,[],一绪に寿喜烧放题(杭州滨江龙湖),"120.203177,30.200739",4.7,156
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,18069828196,天水街道体育场路267-331,浙江省,diner,杭州市,"寿司,料理",喜久料理,"120.167697,30.269615",4.6,224
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,18516628459,江汉路1515号龙湖滨江天街6层,浙江省,diner,杭州市,寿司,滨寿司(龙湖滨江天街店),"120.203859,30.200593",4.6,100
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,萧山区,0571-82220107;15397004760,盈丰街道富业巷3号浙江民营企业发展大厦A座1楼,浙江省,diner,杭州市,"豪华刺身拼盘,日本橘子甘鲷刺身,贝柱刺身,碳烤活鳗,榴莲芒果卷,鸡中翅,刺身三品,蓝鳍金枪鱼下巴,醋冻松叶蟹钳,嫩鸡柳串,牛油果色拉,牡丹虾,芝士竹节虾寿司,鹅胆寿司,大福,日本年糕,蟹肉蒸蛋,香叶牛肉,牛油果鲜虾卷,柚子风天妇罗,芝士焗松叶蟹煲,活赤贝,桂花凤梨串,牛肉,鸡肉",渔万(浙江民营企业发展大厦店),"120.256020,30.231258",4.6,178
自助餐,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-87806698,西兴街道银泰百货B区4层404室,浙江省,diner,杭州市,"小龙虾,渣渣牛肉锅,热卤猪蹄,云南风味酸菜牛肉锅,虎皮凤爪,椒麻大虾,牛肉",牛New寿喜烧(滨江银泰店),"120.221735,30.202019",4.7,177
烤肉,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-85156215,和兴路129号的杭州东站万象汇购物中心项目L0221N号2楼,浙江省,diner,杭州市,"牛肉,烤肉",牛小新烧肉·和牛放题(杭州东站万象汇),"120.217449,30.293495",4.7,181
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,18072838606,天水街道中山北路421-1号,浙江省,diner,杭州市,料理,Kōyō izakaya·日法融合料理,"120.167089,30.268726",4.6,351
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,17300902855,江汉路1515号龙湖杭州滨江天街1F-27a-1F-28b,浙江省,diner,杭州市,[],东京烧肉(滨江天街店),"120.203536,30.201301",4.7,180
自助餐,餐饮服务;外国餐厅;日本料理,050202,萧山区,0571-88113513,飞虹路1408号奥体印象城L5层15号,浙江省,diner,杭州市,牛肉,牛哒寿喜烧·和牛海鲜自助火锅(奥体店),"120.252718,30.223364",4.6,176
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-88035588,武林路50号(凤起路地铁站C4口步行430米),浙江省,diner,杭州市,"海胆,盐烤雪蟹脚,法国吉娜朵生蚝,北海道茄味焗龙虾,牡丹虾刺身,蒲烧鳗鱼,芝士焗蟹宝,法式生煎鹅肝,佛跳墙,禅意综合刺身,一品鲍鱼,三文鱼,刺身,寿司,牛肉,自助餐,料理",九井禅意料理(武林总店),"120.160595,30.259976",4.6,238
日本料理,餐饮服务;中餐厅;中餐厅,050100,滨江区,0571-89808968;15355042878,江汉路1515号龙湖杭州滨江天街L7层-02,浙江省,diner,杭州市,"三文鱼,涮菜,芝士,蟹肉,三文鱼刺身,寿喜锅,肥牛,鹅肝,三明治,泡菜,肉片",三喜日料(龙湖杭州滨江天街店),"120.204240,30.201571",4.7,177
自助餐,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-85196833,展览东路150号L518室(武林广场地铁站出入口旁),浙江省,diner,杭州市,"烤肉,生蚝,双人餐,牛肉",牛小新烧肉·和牛放题(杭州中心店),"120.165273,30.272790",4.6,160
日式烧烤,餐饮服务;中餐厅;中餐厅,050100,萧山区,0571-82928088;15372031956,盈丰街道飞虹路1408号奥体印象城5层03号,浙江省,diner,杭州市,"逸品牛腩,原切板腱牛排,五秒寿喜烧肉,澳和小排,解腻草园,雪花中落小排,特上牛小排,御牛道澳洲和牛四点拼盘,关西蒲烧鳗鱼饭,澳和厚切横膈膜,限定逸品眼肉,逸品厚切牛舌,传统雪花西冷,牛肉石锅拌饭,厚切韩式五花肉,御牛道豪华五点拼盘,法式鹅肝手握寿司,白桃微醺米酒,炸鸡,牛肉,烤肉,牛腩",御牛道日式烤肉料理(奥体印象城店),"120.252308,30.223869",4.6,193
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,15067006558,滨和路598号兴耀·星澳商务中心F2层,浙江省,diner,杭州市,白汤,竹仙制麵·GINZA鶏白汤拉麺(兴耀·星澳商务中心店),"120.222785,30.201190",4.7,32
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-86908011;19106831359,江汉路1515号龙湖滨江天街1楼143号(天街商场4号门出口处),浙江省,diner,杭州市,"精致刺身三品,朝日生啤,三文鱼刺身五切,大川厚切牛舌,火炙鹅肝手握寿司,大川牛肉寿喜锅,大川自制梅酒,大川生牛肉拌饭,大川鳗鱼炸虾寿司,流心火炙三文鱼饭,豚骨拉面,鳗鱼先生的饭,大川玉子烧,提灯,鹅肝饭,烤青花鱼,三文鱼牛油果沙拉,大川串烤盛盒,烤鸟,双人餐,牛肉",大川日本料理·深夜居酒屋(龙湖滨江天街),"120.204408,30.200448",4.6,99
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,19016978858,东宁路586号万象企业中心F1层,浙江省,diner,杭州市,[],东京烧肉(东站万象汇店),"120.215946,30.295165",4.7,180
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-86683688;0571-86697688,展览东路150号杭州中心L6层(武林广场地铁站A口旁),浙江省,diner,杭州市,"刺身,烤鸭,牛排,奶油,牛肉,羊排,三文鱼,寿司,生蚝,自助餐",竹哩·环球美食(杭州中心店),"120.165700,30.273062",4.7,285
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,15988449521;19906716518,杭州只翼1幢121号,浙江省,diner,杭州市,"芒果鹅肝,杏鲍菇,青花鱼,雪花松板肉,鸡软骨,茄子,香菇,鸡枞菌,明太子西葫芦,爆浆提灯,单人餐,双人餐",小满烧鸟·居酒屋(杭州之翼店),"120.222846,30.294668",4.7,80
日式烧烤,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-86676997;15397048762,延安路609号国大城市广场9层903号,浙江省,diner,杭州市,"解腻草园,五秒寿喜烧肉,澳和小排,特上牛小排,雪花中落小排,御牛道澳洲和牛四点拼盘,关西蒲烧鳗鱼饭,澳和厚切横膈膜,限定逸品眼肉,逸品厚切牛舌,逸品牛腩,原切板腱牛排,厚切韩式五花肉,牛肉石锅拌饭,传统雪花西冷,御牛道豪华五点拼盘,法式鹅肝手握寿司,白桃微醺米酒,烤肉,牛肉",御牛道日式烤肉料理(国大城市广场店),"120.162486,30.269404",4.7,201
烧烤,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-87801978,西兴街道银泰百货B区4层407室,浙江省,diner,杭州市,"烤肉,牛肉,双人餐",牛小新烧肉屋(滨江银泰店),"120.221717,30.202028",4.6,120
烤肉,餐饮服务;外国餐厅;日本料理,050202,拱墅区,19032272118,展览东路150号杭州中心L7层,浙江省,diner,杭州市,烤肉,厚贞烤肉(杭州中心店),"120.165606,30.272310",4.6,144
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,19157902137,延安路609号国大城市广场6楼,浙江省,diner,杭州市,"三文鱼厚切,爆款,花胶美人胶原锅,荔枝三文鱼,三文鱼盖饭,三文鱼塔可,豪华刺身拼盘,皇冠三文鱼刺身,鹅肝寿司,和风牛肉豆腐,寿喜锅,皇冠三文鱼,三文鱼,单人餐,双人餐",七条鱼日本料理(国大城市广场店),"120.162673,30.269516",4.6,159
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,0571-87735828,展览东路150号杭州中心L6层,浙江省,diner,杭州市,双人餐,山上下日本料理(杭州中心),"120.166089,30.272723",4.6,160
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-85850085,江汉路1515号龙湖杭州滨江天街L4层,浙江省,diner,杭州市,[],大渔铁板烧(龙湖杭州滨江天街店),"120.203019,30.200561",4.6,236
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,13385811813,江汉路1515号龙湖杭州滨江天街B-5F-06a,浙江省,diner,杭州市,"三文鱼厚切,三文鱼盖饭,和风牛肉豆腐,寿喜锅,皇冠三文鱼刺身,鹅肝寿司,豪华刺身拼盘,花胶美人胶原锅,单人餐,双人餐",七条鱼日本料理(滨江天街店),"120.202513,30.200647",4.6,154
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,19012877239,展览东路150号杭州中心B2层,浙江省,diner,杭州市,"单人餐,寿司",Sushi Hanzo半藏(杭州中心店),"120.165541,30.272730",4.6,220
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-88024715;13336063157,滨盛路1885号(江汉路地铁站C口步行460米),浙江省,diner,杭州市,"烤串,鹅肝,三文鱼,鸡肉,寿司,居酒屋,料理",怀谷居酒屋(中兴花园百合苑店)(装修中),"120.202158,30.206402",4.6,112
日本料理,餐饮服务;中餐厅;中餐厅,050100,拱墅区,18761805157,万寿亭街2号,浙江省,diner,杭州市,鱼生,鱼生有饭·生鱼饭(杭州首店),"120.161660,30.269122",4.5,50
日本料理,餐饮服务;外国餐厅;外国餐厅,050200,滨江区,18072775867,长河街道江汉路1515号江南天街商业中心地下一层商铺24号,浙江省,diner,杭州市,"天妇罗,牛排饭",博多天一天妇罗·牛排饭(滨江天街店),"120.204610,30.201595",4.5,63
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,18668031239,银泰星澳商务中心3幢212-2,浙江省,diner,杭州市,[],麵匠·石山,"120.222505,30.201147",4.6,41
刺身,餐饮服务;餐饮相关场所;餐饮相关,050000,拱墅区,17767277643,武林商圈武林路桃花河弄7号,浙江省,diner,杭州市,"点心,芝士,刺身,汉堡",鱼町刺身(西子铭苑南区店),"120.158920,30.269317",4.7,387
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,15382339213,环站东路768号东站花园商务中心1幢115室,浙江省,diner,杭州市,"花胶美人胶原锅,荔枝三文鱼,三文鱼拌面,三文鱼厚切,皇冠三文鱼刺身,豪华刺身拼盘,鹅肝寿司,三文鱼盖饭,三文鱼塔可,草莓/芒果三文鱼,寿喜锅,和风牛肉豆腐,单人餐,三文鱼,双人餐",七条鱼日本料理(富亿花园中心店),"120.219302,30.298288",4.7,175
日本料理,餐饮服务;外国餐厅;日本料理,050202,拱墅区,15356107097,湖墅南路198号逸酒店一楼,浙江省,diner,杭州市,"沙拉,牛肉,特色菜,生蚝",本逸·割烹料理(湖墅店),"120.153973,30.281208",4.7,368
自助餐,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-85155915,滨盛路3867号宝龙城(杭州滨江店)3楼-037(大渔铁板烧旁边),浙江省,diner,杭州市,寿喜烧,牛New寿喜烧(滨江宝龙城店),"120.166676,30.188787",4.7,169
烤肉,餐饮服务;外国餐厅;日本料理,050202,西湖区,0571-85333033,黄龙路5号黄龙恒励大厦一层A2座,浙江省,diner,杭州市,"特等玫瑰牛舌,极品牛小排,牛油果手握,特上牛小排,雪花中落小排,鹅肝手握,特大自制土豆饼,经典厚切牛舌,三文鱼刺身,牛肉石锅拌饭,美式五花肉,主打牛腩肉,四样拼盘,西冷牛肉,雪花牛腩,烤肉,牛肉",御牛道日式烤肉料理(黄龙恒励大厦店),"120.135579,30.269855",4.7,193
寿司,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-86932966,滨盛路3867号杭州滨江宝龙城F3,浙江省,diner,杭州市,寿司,金匠寿司(宝龙城店),"120.167434,30.186782",4.8,89
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,西湖区,19357257298,北山街道杭大路2号黄龙饭店西门一楼,浙江省,diner,杭州市,"烤肉,牛肉",本逸·篹·和牛烧肉(黄龙店),"120.142170,30.267073",4.6,328
日本料理,餐饮服务;外国餐厅;日本料理,050202,滨江区,0571-86697779;0571-86699997,长河街道聚才路239号安放山泽里4号楼3层,浙江省,diner,杭州市,[],竹哩(山泽里店)(暂停营业),"120.198306,30.181060",4.7,424
日本料理,餐饮服务;餐饮相关场所;餐饮相关,050000,西湖区,19057208276,西溪街道莫干山路493号杭州文二街农副产品综合市场B馆02号,浙江省,diner,杭州市,"烤串,烧鸟,自助餐,烧肉,生蚝,鳗鱼,鸡肉",阿婆·给鸟烧鸟暖锅煎饺(文二菜市店),"120.143680,30.286858",4.5,96
